,abstract,headline,pub_date
2382,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in haywood county, north carolina","haywood county, north carolina covid case and risk tracker",2021-01-27 13:28:41+00:00
2383,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in henderson county, north carolina","henderson county, north carolina covid case and risk tracker",2021-01-27 13:28:42+00:00
2384,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in iredell county, north carolina","iredell county, north carolina covid case and risk tracker",2021-01-27 13:28:42+00:00
2385,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in johnston county, north carolina","johnston county, north carolina covid case and risk tracker",2021-01-27 13:28:42+00:00
2386,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in greene county, north carolina","greene county, north carolina covid case and risk tracker",2021-01-27 13:28:42+00:00
2387,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in hyde county, north carolina","hyde county, north carolina covid case and risk tracker",2021-01-27 13:28:42+00:00
2388,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in mcdowell county, north carolina","mcdowell county, north carolina covid case and risk tracker",2021-01-27 13:28:43+00:00
2389,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in lenoir county, north carolina","lenoir county, north carolina covid case and risk tracker",2021-01-27 13:28:43+00:00
2390,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in jackson county, north carolina","jackson county, north carolina covid case and risk tracker",2021-01-27 13:28:43+00:00
2391,"the money went to unrelated government activities like the removal of office furniture, news subscriptions and legal expenses.","millions meant for public health threats were diverted elsewhere, watchdog says",2021-01-28 00:16:51+00:00
2392,gov. gretchen whitmer of michigan opened her annual state of the state speech on wednesday by pleading with lawmakers to find common ground in fighting the staggering effects of the coronavirus pandemic in the state.,whitmer pleads with michigan lawmakers to find common ground amid the pandemic.,2021-01-28 01:53:27+00:00
2393,"in pleas for more money from capitol hill, the advisers said the united states was still facing shortages of protective gear and other supplies.",biden advisers say u.s. will remain vulnerable to covid unless congress acts,2021-01-28 02:20:16+00:00
2394,"public health workers in josephine county, ore., said they had walked from car to car, giving shots to drivers with vaccine doses that would expire in six hours.","health workers, stuck in the snow, administer coronavirus vaccine to stranded drivers",2021-01-28 05:14:45+00:00
2395,women who end a pregnancy after 12 weeks could still face prison or fines. abortion rights advocates say more change is needed.,thailand legalizes abortion in 1st trimester but keeps other restrictions,2021-01-28 06:55:38+00:00
2396,the virus’s strangest symptom has opened new doors to understanding our most neglected sense.,what can covid-19 teach us about the mysteries of smell?,2021-01-28 10:00:05+00:00
2397,i hope that a year from now this is a piece people point to as an overreaction. i hope.,the new virus variants make the next 6 weeks crucial,2021-01-28 10:00:12+00:00
2398,the author of “the big short” and “moneyball” takes on a frightening subject in his new book “the premonition”: how to prevent a viral outbreak even worse than covid-19.,"from michael lewis, a ‘superhero story’ about the pandemic",2021-01-28 10:00:13+00:00
2399,"some patients struggling with covid-19 develop antibodies against their own tissues, scientists have found.",how the coronavirus turns the body against itself,2021-01-28 10:00:16+00:00
2400,"public health workers found themselves stuck in a snowstorm on an oregon highway this week, with only six hours to get the coronavirus vaccines they were carrying to people waiting for their shots about 30 miles away.","health workers were stuck in the snow in oregon with vaccines, so they improvised.",2021-01-28 10:04:56+00:00
2401,a civil rights activist once called los angeles an “imperfect paradise.”,"‘get your shot here’: at dodger stadium, the lines are for vaccine, not beer.",2021-01-28 10:04:58+00:00
2402,"the well section set out to answer some of the most commonly asked questions about the coronavirus vaccine, and a few that are perhaps not so common. using an experimental tool that relies on machine learning, you can even try posing a few questions of your own.",check this out to get your every covid-19 vaccine question answered. really.,2021-01-28 10:04:59+00:00
2403,"chancellor angela merkel will convene the governors of germany’s 16 states, along with representatives of pharmaceutical companies to discuss the country’s troubled vaccination scheme, after her health minister, jens spahn, warned that the country is facing another 10 weeks of vaccine shortages.","germany says vaccine shortages are likely to last another 10 weeks, and other news from around the world.",2021-01-28 10:56:37+00:00
2404,"the european central bank on thursday effectively warned eurozone banks to clean up their acts, saying that many are complacent about losses they may suffer from a surge in problem loans caused by the pandemic.","eurozone banks are underestimating risks from the pandemic, e.c.b. warns.",2021-01-28 11:44:33+00:00
2405,"tanzania’s president cast doubt on coronavirus vaccines and other measures to curb the spread of the pandemic, doubling down on his line of reasoning that only god could protect the east african nation. his comments came a day before the world health organization urged the nation to take measures to protect its population.","tanzania’s president says ‘vaccines don’t work,’ earning a rebuff from the w.h.o.",2021-01-28 12:26:51+00:00
2406,"the coronavirus can warp the body’s defenses in many ways — disarming early warning systems, for example, or causing immune cells to misfire. but a spate of new studies suggests another insidious consequence: the infection can provoke the production of antibodies that mistakenly attack the patient’s own tissues instead of the virus.",here’s how the coronavirus turns the body against itself.,2021-01-28 13:30:15+00:00
2407,"the first full week of the biden presidency has unfolded with a certain rhythm, with each day putting a spotlight on a new policy theme. president biden has addressed american manufacturing, racial equity and climate change since monday.","biden plans to address health care, the latest policy theme to be showcased at the white house this week.",2021-01-28 13:30:44+00:00
2408,census bureau data show how households have struggled to stay current on rent and mortgage payments during the pandemic.,people of color face the most pandemic housing insecurity,2021-01-28 14:00:09+00:00
2409,"mississippi officials are proud their prisons have some of the country’s lowest infection rates, but they’re not testing inmates without coronavirus symptoms.",mississippi prison officials tout low rates of covid. the reason may be fewer tests.,2021-01-28 15:57:31+00:00
2410,"faced with the urgent need to protect nurses and other frontline workers, labor organizations are pushing hospitals to do more.",health care unions find a voice in the pandemic,2021-01-28 16:37:37+00:00
2411,health officials in south carolina said on thursday that they had detected two cases of a more contagious variant of the coronavirus that emerged in south africa. it was the first report of that variant being detected in the united states.,the variant that emerged in south africa is reported in the u.s. for the first time.,2021-01-28 17:53:07+00:00
2412,president biden is expected to sign executive orders expanding access to health care through the affordable care act and expand abortion access.,watch live: biden signs executive orders on health care,2021-01-28 18:28:28+00:00
2413,the european union is pushing for astrazeneca to supply more doses of its covid-19 vaccine after announcing on wednesday that it would cut deliveries by 60 percent due to manufacturing issues.,e.u. pushes for astrazeneca to provide more vaccines,2021-01-28 19:54:22+00:00
2414,president biden took executive action to expand health care access by strengthening the affordable care act and reopening enrollment. he also moved to protect reproductive rights and expand abortion access.,"health care orders undo ‘damage trump has done,’ biden says",2021-01-28 19:58:37+00:00
2415,"when hospital administrators and politicians’ spouses get immunized before people more at risk, it undermines confidence in the system.","yes, it matters that people are jumping the vaccine line",2021-01-28 20:14:49+00:00
